Position,Track Name,Artist,Streams,URL,Date,Region
8,Corazón,Maluma,4393,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2017-12-25,sv
9,Downtown,Anitta,4180,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,2017-12-25,sv
10,Me Rehúso,Danny Ocean,4131,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-12-25,sv
1,Criminal,Natti Natasha,7495,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2018-01-01,sv
2,Sensualidad,Bad Bunny,7243,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2018-01-01,sv
3,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,7204,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2018-01-01,sv
4,Se Preparó,Ozuna,5558,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2018-01-01,sv
5,Échame La Culpa,Luis Fonsi,5373,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2018-01-01,sv
6,Corazón,Maluma,4989,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2018-01-01,sv
7,Que Va,Alex Sensation,4929,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2018-01-01,sv
8,Downtown,Anitta,4899,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,2018-01-01,sv
9,Mayores,Becky G,4860,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2018-01-01,sv
10,Me Rehúso,Danny Ocean,4763,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2018-01-01,sv
1,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,7239,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2018-01-08,sv
2,Sensualidad,Bad Bunny,7037,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2018-01-08,sv
3,Criminal,Natti Natasha,6042,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2018-01-08,sv
4,Échame La Culpa,Luis Fonsi,5264,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2018-01-08,sv
5,Downtown,Anitta,5153,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,2018-01-08,sv
6,Corazón,Maluma,4897,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2018-01-08,sv
7,Se Preparó,Ozuna,4774,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2018-01-08,sv
8,Que Va,Alex Sensation,4304,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2018-01-08,sv
9,Vuelve,Daddy Yankee,3893,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2018-01-08,sv
10,rockstar,Post Malone,3742,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2018-01-08,sv
1,Reggaetón Lento (Bailemos),CNCO,18397,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-02,cr
2,Otra Vez (feat. J Balvin),Zion & Lennox,16133,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-02,cr
3,Chantaje,Shakira,15768,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-02,cr
4,Safari,J Balvin,14126,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-02,cr
5,Let Me Love You,DJ Snake,13509,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-02,cr
6,Closer,The Chainsmokers,13245,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-02,cr
7,One Dance,Drake,11653,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-02,cr
8,Chillax,Farruko,10403,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-02,cr
9,Vente Pa' Ca,Ricky Martin,10325,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-02,cr
10,Starboy,The Weeknd,10248,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-02,cr
1,Shape of You,Ed Sheeran,19479,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-09,cr
2,Reggaetón Lento (Bailemos),CNCO,19345,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-09,cr
3,Otra Vez (feat. J Balvin),Zion & Lennox,16175,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-09,cr
4,Chantaje,Shakira,15438,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-09,cr
5,Safari,J Balvin,13478,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-09,cr
6,Closer,The Chainsmokers,13180,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-09,cr
7,Let Me Love You,DJ Snake,13091,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-09,cr
8,One Dance,Drake,10792,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-09,cr
9,Chillax,Farruko,10333,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-09,cr
10,Starboy,The Weeknd,9975,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-09,cr
1,Reggaetón Lento (Bailemos),CNCO,20091,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-16,cr
2,Shape of You,Ed Sheeran,19474,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-16,cr
3,Otra Vez (feat. J Balvin),Zion & Lennox,18399,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-16,cr
4,Chantaje,Shakira,15834,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-16,cr
5,Safari,J Balvin,14472,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-16,cr
6,Closer,The Chainsmokers,13692,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-16,cr
7,Let Me Love You,DJ Snake,13482,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-16,cr
8,Chillax,Farruko,11162,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-16,cr
9,One Dance,Drake,11054,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-16,cr
10,Starboy,The Weeknd,10419,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-16,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,26788,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-01-23,cr
2,Reggaetón Lento (Bailemos),CNCO,20878,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-23,cr
3,Shape of You,Ed Sheeran,20152,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-23,cr
4,Otra Vez (feat. J Balvin),Zion & Lennox,18012,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-23,cr
5,Chantaje,Shakira,15686,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-23,cr
6,Safari,J Balvin,14500,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-23,cr
7,Closer,The Chainsmokers,13541,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-23,cr
8,Let Me Love You,DJ Snake,13277,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-23,cr
9,Chillax,Farruko,11564,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-23,cr
10,One Dance,Drake,11064,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-23,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,43573,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-01-30,cr
2,Shape of You,Ed Sheeran,24675,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-30,cr
3,Reggaetón Lento (Bailemos),CNCO,21226,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-30,cr
4,Otra Vez (feat. J Balvin),Zion & Lennox,18174,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-30,cr
5,Chantaje,Shakira,16246,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-30,cr
6,El Amante,Nicky Jam,14972,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-01-30,cr
7,Safari,J Balvin,14180,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-30,cr
8,Closer,The Chainsmokers,12862,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-30,cr
9,Let Me Love You,DJ Snake,12410,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-30,cr
10,Chillax,Farruko,11294,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-30,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,47468,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-06,cr
2,Shape of You,Ed Sheeran,27361,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-06,cr
3,Reggaetón Lento (Bailemos),CNCO,20708,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-06,cr
4,Otra Vez (feat. J Balvin),Zion & Lennox,17386,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-06,cr
5,El Amante,Nicky Jam,17069,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-06,cr
6,Chantaje,Shakira,15650,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-06,cr
7,Safari,J Balvin,13616,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-06,cr
8,Closer,The Chainsmokers,12142,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-02-06,cr
9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,11663,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-02-06,cr
10,Chillax,Farruko,11563,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-02-06,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,45341,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-13,cr
2,Shape of You,Ed Sheeran,31396,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-13,cr
3,Reggaetón Lento (Bailemos),CNCO,20303,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-13,cr
4,El Amante,Nicky Jam,18628,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-13,cr
5,Otra Vez (feat. J Balvin),Zion & Lennox,17735,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-13,cr
6,Chantaje,Shakira,15119,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-13,cr
7,Safari,J Balvin,13602,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-13,cr
8,Me Rehúso,Danny Ocean,12950,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-02-13,cr
9,Closer,The Chainsmokers,12560,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-02-13,cr
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,12144,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-13,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,44789,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-20,cr
2,Shape of You,Ed Sheeran,32588,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-20,cr
3,Reggaetón Lento (Bailemos),CNCO,20199,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-20,cr
4,El Amante,Nicky Jam,19056,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-20,cr
5,Otra Vez (feat. J Balvin),Zion & Lennox,17211,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-20,cr
6,Chantaje,Shakira,14968,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-20,cr
7,Me Rehúso,Danny Ocean,13837,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-02-20,cr
8,Safari,J Balvin,13470,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-20,cr
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,13331,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-20,cr
10,Closer,The Chainsmokers,12295,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-02-20,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,44068,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-27,cr
2,Shape of You,Ed Sheeran,31159,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-27,cr
3,El Amante,Nicky Jam,18847,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-27,cr
4,Reggaetón Lento (Bailemos),CNCO,18504,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-27,cr
5,Otra Vez (feat. J Balvin),Zion & Lennox,16343,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-27,cr
6,Me Rehúso,Danny Ocean,15742,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-02-27,cr
7,Chantaje,Shakira,14032,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-27,cr
8,Safari,J Balvin,12699,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-27,cr
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,12407,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-27,cr
10,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,12282,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-02-27,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,38363,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-06,cr
2,Shape of You,Ed Sheeran,38081,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-06,cr
3,El Amante,Nicky Jam,17799,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-06,cr
4,Reggaetón Lento (Bailemos),CNCO,16793,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-06,cr
5,Me Rehúso,Danny Ocean,15888,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-06,cr
6,Otra Vez (feat. J Balvin),Zion & Lennox,15669,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-06,cr
7,Perfect,Ed Sheeran,15280,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-03-06,cr
8,Chantaje,Shakira,12870,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-06,cr
9,Castle on the Hill,Ed Sheeran,12361,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-03-06,cr
10,Safari,J Balvin,11765,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-03-06,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,36019,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-13,cr
2,Shape of You,Ed Sheeran,35854,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-13,cr
3,Me Rehúso,Danny Ocean,19627,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-13,cr
4,El Amante,Nicky Jam,17933,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-13,cr
5,Reggaetón Lento (Bailemos),CNCO,16266,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-13,cr
6,Otra Vez (feat. J Balvin),Zion & Lennox,15622,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-13,cr
7,Chantaje,Shakira,12618,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-13,cr
8,Perfect,Ed Sheeran,12400,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-03-13,cr
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,11569,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-03-13,cr
10,Safari,J Balvin,11445,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-03-13,cr
1,Shape of You,Ed Sheeran,33369,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-20,cr
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,32612,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-20,cr
3,Me Rehúso,Danny Ocean,20039,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-20,cr
4,El Amante,Nicky Jam,16011,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-20,cr
5,Reggaetón Lento (Bailemos),CNCO,14755,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-20,cr
6,Otra Vez (feat. J Balvin),Zion & Lennox,14584,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-20,cr
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,11038,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-03-20,cr
8,Sigo Extrañándote,J Balvin,10988,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-03-20,cr
9,Chantaje,Shakira,10805,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-20,cr
10,SUBEME LA RADIO,Enrique Iglesias,10600,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-03-20,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,33424,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-27,cr
2,Shape of You,Ed Sheeran,32001,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-27,cr
3,Me Rehúso,Danny Ocean,21673,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-27,cr
4,El Amante,Nicky Jam,16391,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-27,cr
5,Reggaetón Lento (Bailemos),CNCO,15058,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-27,cr
6,Otra Vez (feat. J Balvin),Zion & Lennox,14800,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-27,cr
7,Sigo Extrañándote,J Balvin,12138,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-03-27,cr
8,SUBEME LA RADIO,Enrique Iglesias,12096,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-03-27,cr
9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,11163,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-03-27,cr
10,Chantaje,Shakira,10852,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-27,cr
1,Shape of You,Ed Sheeran,29657,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-03,cr
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,28925,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-03,cr
3,Me Rehúso,Danny Ocean,22106,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-03,cr
4,El Amante,Nicky Jam,15627,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-03,cr
5,Otra Vez (feat. J Balvin),Zion & Lennox,14376,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-03,cr
6,Reggaetón Lento (Bailemos),CNCO,13429,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-04-03,cr
7,SUBEME LA RADIO,Enrique Iglesias,12336,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-03,cr
8,Sigo Extrañándote,J Balvin,12164,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-04-03,cr
9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,11066,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-04-03,cr
10,Chantaje,Shakira,10615,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-04-03,cr
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,29508,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-10,cr
2,Shape of You,Ed Sheeran,28990,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-10,cr
3,Me Rehúso,Danny Ocean,23164,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-10,cr
4,El Amante,Nicky Jam,16130,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-10,cr
5,Otra Vez (feat. J Balvin),Zion & Lennox,14794,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-10,cr
6,Reggaetón Lento (Bailemos),CNCO,13884,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-04-10,cr
7,SUBEME LA RADIO,Enrique Iglesias,12994,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-10,cr
8,Sigo Extrañándote,J Balvin,12471,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-04-10,cr
9,Something Just Like This,The Chainsmokers,11049,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-10,cr
10,Chantaje,Shakira,11040,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-04-10,cr
1,Despacito - Remix,Luis Fonsi,27476,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-17,cr
2,Shape of You,Ed Sheeran,27049,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-17,cr
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,25861,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-17,cr
4,Me Rehúso,Danny Ocean,21891,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-17,cr
5,El Amante,Nicky Jam,14281,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-17,cr
6,Otra Vez (feat. J Balvin),Zion & Lennox,13194,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-17,cr
7,Sigo Extrañándote,J Balvin,12123,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-04-17,cr
8,Reggaetón Lento (Bailemos),CNCO,11847,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-04-17,cr
9,SUBEME LA RADIO,Enrique Iglesias,11777,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-17,cr
10,Something Just Like This,The Chainsmokers,11215,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-17,cr
1,Shape of You,Ed Sheeran,25826,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-24,cr
2,Despacito - Remix,Luis Fonsi,24520,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-24,cr
3,Me Rehúso,Danny Ocean,22013,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-24,cr
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,21434,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-24,cr
5,El Amante,Nicky Jam,13614,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-24,cr
6,Otra Vez (feat. J Balvin),Zion & Lennox,12656,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-24,cr
7,SUBEME LA RADIO,Enrique Iglesias,12202,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-24,cr
8,Sigo Extrañándote,J Balvin,11541,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-04-24,cr
9,Ahora Dice,Chris Jeday,11200,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-04-24,cr
10,Reggaetón Lento (Bailemos),CNCO,11064,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-04-24,cr
1,Shape of You,Ed Sheeran,24687,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-01,cr
2,Me Rehúso,Danny Ocean,22355,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-01,cr
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,21601,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-01,cr
4,Despacito - Remix,Luis Fonsi,19311,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-01,cr
5,El Amante,Nicky Jam,14408,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-01,cr
6,Felices los 4,Maluma,13369,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-01,cr
7,Otra Vez (feat. J Balvin),Zion & Lennox,13103,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-05-01,cr
8,Ahora Dice,Chris Jeday,12745,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-01,cr
9,SUBEME LA RADIO,Enrique Iglesias,12494,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-05-01,cr
10,Sigo Extrañándote,J Balvin,11912,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-05-01,cr
1,Shape of You,Ed Sheeran,23795,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-08,cr
2,Me Rehúso,Danny Ocean,21947,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-08,cr
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,17349,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-08,cr
4,Felices los 4,Maluma,17300,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-08,cr
5,Ahora Dice,Chris Jeday,16037,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-08,cr
6,Despacito - Remix,Luis Fonsi,15495,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-08,cr
