Position,Track Name,Artist,Streams,URL,Date,Region
5,Chantaje,Shakira,7597,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-30,pa
6,Otra Vez (feat. J Balvin),Zion & Lennox,6860,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-30,pa
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6493,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-01-30,pa
8,Safari,J Balvin,5704,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-30,pa
9,Vente Pa' Ca,Ricky Martin,4898,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-30,pa
10,Let Me Love You,DJ Snake,4657,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-30,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,19585,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-06,pa
2,El Amante,Nicky Jam,10104,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-06,pa
3,Shape of You,Ed Sheeran,8817,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-06,pa
4,Reggaetón Lento (Bailemos),CNCO,8408,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-06,pa
5,Chantaje,Shakira,7539,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-06,pa
6,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6896,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-02-06,pa
7,Otra Vez (feat. J Balvin),Zion & Lennox,6724,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-06,pa
8,Safari,J Balvin,5492,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-06,pa
9,Vente Pa' Ca,Ricky Martin,4911,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-02-06,pa
10,Dile Que Tu Me Quieres,Ozuna,4848,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-02-06,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,18400,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-13,pa
2,El Amante,Nicky Jam,10845,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-13,pa
3,Shape of You,Ed Sheeran,9474,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-13,pa
4,Reggaetón Lento (Bailemos),CNCO,8469,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-13,pa
5,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,7209,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-02-13,pa
6,Chantaje,Shakira,7059,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-13,pa
7,Otra Vez (feat. J Balvin),Zion & Lennox,6656,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-13,pa
8,Safari,J Balvin,5411,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-13,pa
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5273,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-13,pa
10,Dile Que Tu Me Quieres,Ozuna,4955,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-02-13,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,15810,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-20,pa
2,El Amante,Nicky Jam,9678,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-20,pa
3,Shape of You,Ed Sheeran,9371,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-20,pa
4,Reggaetón Lento (Bailemos),CNCO,7724,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-20,pa
5,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,7152,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-02-20,pa
6,Chantaje,Shakira,6520,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-20,pa
7,Otra Vez (feat. J Balvin),Zion & Lennox,6138,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-20,pa
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5316,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-02-20,pa
9,Safari,J Balvin,5056,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-20,pa
10,Dile Que Tu Me Quieres,Ozuna,4718,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-02-20,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,13889,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-02-27,pa
2,El Amante,Nicky Jam,8359,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-02-27,pa
3,Shape of You,Ed Sheeran,7500,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-02-27,pa
4,Reggaetón Lento (Bailemos),CNCO,7025,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-02-27,pa
5,Chantaje,Shakira,6400,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-02-27,pa
6,Otra Vez (feat. J Balvin),Zion & Lennox,6181,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-02-27,pa
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6161,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-02-27,pa
8,Safari,J Balvin,5105,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-02-27,pa
9,Vente Pa' Ca,Ricky Martin,4503,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-02-27,pa
10,Vacaciones,Wisin,4450,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,2017-02-27,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,12320,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-06,pa
2,Shape of You,Ed Sheeran,10470,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-06,pa
3,El Amante,Nicky Jam,8195,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-06,pa
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6338,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-03-06,pa
5,Reggaetón Lento (Bailemos),CNCO,5945,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-06,pa
6,Chantaje,Shakira,5396,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-06,pa
7,Otra Vez (feat. J Balvin),Zion & Lennox,5335,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-06,pa
8,SUBEME LA RADIO,Enrique Iglesias,5234,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-03-06,pa
9,It Ain't Me (with Selena Gomez),Kygo,4628,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-03-06,pa
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4516,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-03-06,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,11769,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-13,pa
2,Shape of You,Ed Sheeran,9899,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-13,pa
3,El Amante,Nicky Jam,7799,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-13,pa
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6640,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-03-13,pa
5,Reggaetón Lento (Bailemos),CNCO,5952,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-13,pa
6,SUBEME LA RADIO,Enrique Iglesias,5685,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-03-13,pa
7,Otra Vez (feat. J Balvin),Zion & Lennox,5536,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-13,pa
8,Me Rehúso,Danny Ocean,5433,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-13,pa
9,Chantaje,Shakira,5079,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-13,pa
10,It Ain't Me (with Selena Gomez),Kygo,4898,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-03-13,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,10664,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-20,pa
2,Shape of You,Ed Sheeran,9151,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-20,pa
3,El Amante,Nicky Jam,7003,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-20,pa
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6084,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-03-20,pa
5,Reggaetón Lento (Bailemos),CNCO,5783,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-20,pa
6,SUBEME LA RADIO,Enrique Iglesias,5406,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-03-20,pa
7,Me Rehúso,Danny Ocean,5304,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-20,pa
8,Otra Vez (feat. J Balvin),Zion & Lennox,5252,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-20,pa
9,It Ain't Me (with Selena Gomez),Kygo,4843,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-03-20,pa
10,Chantaje,Shakira,4538,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-03-20,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,9962,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-03-27,pa
2,Shape of You,Ed Sheeran,8735,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-03-27,pa
3,El Amante,Nicky Jam,6677,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-03-27,pa
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6125,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-03-27,pa
5,Reggaetón Lento (Bailemos),CNCO,5583,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-03-27,pa
6,SUBEME LA RADIO,Enrique Iglesias,5542,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-03-27,pa
7,Me Rehúso,Danny Ocean,5353,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-03-27,pa
8,Otra Vez (feat. J Balvin),Zion & Lennox,5078,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-03-27,pa
9,It Ain't Me (with Selena Gomez),Kygo,4530,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-03-27,pa
10,Si Tu Novio Te Deja Sola,J Balvin,4415,https://open.spotify.com/track/0RFFFGtPn6a58RHY3ccVYX,2017-03-27,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,9268,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-03,pa
2,Shape of You,Ed Sheeran,8391,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-03,pa
3,El Amante,Nicky Jam,6388,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-03,pa
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6114,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-04-03,pa
5,Me Rehúso,Danny Ocean,5854,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-03,pa
6,SUBEME LA RADIO,Enrique Iglesias,5555,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-03,pa
7,Otra Vez (feat. J Balvin),Zion & Lennox,5084,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-03,pa
8,Reggaetón Lento (Bailemos),CNCO,5050,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-04-03,pa
9,Ahora Dice,Chris Jeday,4657,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-04-03,pa
10,It Ain't Me (with Selena Gomez),Kygo,4558,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-04-03,pa
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,8242,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-10,pa
2,Shape of You,Ed Sheeran,7761,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-10,pa
3,El Amante,Nicky Jam,6266,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-10,pa
4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5954,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-04-10,pa
5,Me Rehúso,Danny Ocean,5896,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-10,pa
6,Ahora Dice,Chris Jeday,5427,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-04-10,pa
7,SUBEME LA RADIO,Enrique Iglesias,5384,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-10,pa
8,Otra Vez (feat. J Balvin),Zion & Lennox,4950,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-10,pa
9,Reggaetón Lento (Bailemos),CNCO,4603,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-04-10,pa
10,Si Tu Novio Te Deja Sola,J Balvin,4522,https://open.spotify.com/track/0RFFFGtPn6a58RHY3ccVYX,2017-04-10,pa
1,Despacito - Remix,Luis Fonsi,10812,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-17,pa
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,8158,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-17,pa
3,Shape of You,Ed Sheeran,7280,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-17,pa
4,Báilame,Nacho,5969,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-04-17,pa
5,Ahora Dice,Chris Jeday,5926,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-04-17,pa
6,Me Rehúso,Danny Ocean,5712,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-17,pa
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5532,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-04-17,pa
8,El Amante,Nicky Jam,5451,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-17,pa
9,SUBEME LA RADIO,Enrique Iglesias,5003,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-17,pa
10,Sigo Extrañándote,J Balvin,4558,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,2017-04-17,pa
1,Despacito - Remix,Luis Fonsi,10665,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-24,pa
2,Shape of You,Ed Sheeran,7288,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-24,pa
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,6638,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-24,pa
4,Ahora Dice,Chris Jeday,6227,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-04-24,pa
5,Me Rehúso,Danny Ocean,6161,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-04-24,pa
6,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5643,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-04-24,pa
7,El Amante,Nicky Jam,5443,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-04-24,pa
8,Báilame,Nacho,5355,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-04-24,pa
9,SUBEME LA RADIO,Enrique Iglesias,5139,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-04-24,pa
10,Otra Vez (feat. J Balvin),Zion & Lennox,4641,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-04-24,pa
1,Despacito - Remix,Luis Fonsi,9536,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-01,pa
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,7458,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-01,pa
3,Shape of You,Ed Sheeran,7106,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-01,pa
4,Ahora Dice,Chris Jeday,7074,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-01,pa
5,Felices los 4,Maluma,6542,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-01,pa
6,Me Rehúso,Danny Ocean,6501,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-01,pa
7,El Amante,Nicky Jam,6379,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-01,pa
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5824,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-05-01,pa
9,SUBEME LA RADIO,Enrique Iglesias,5762,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,2017-05-01,pa
10,Báilame,Nacho,5758,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-05-01,pa
1,Felices los 4,Maluma,8992,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-08,pa
2,Despacito - Remix,Luis Fonsi,7368,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-08,pa
3,Ahora Dice,Chris Jeday,7287,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-08,pa
4,Báilame,Nacho,7263,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-05-08,pa
5,Me Rehúso,Danny Ocean,6843,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-08,pa
6,Shape of You,Ed Sheeran,6813,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-08,pa
7,Escápate Conmigo,Wisin,5909,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-05-08,pa
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,5640,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-08,pa
9,El Amante,Nicky Jam,5543,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-08,pa
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5417,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-05-08,pa
1,Felices los 4,Maluma,9290,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-15,pa
2,Ahora Dice,Chris Jeday,7501,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-15,pa
3,Me Rehúso,Danny Ocean,6953,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-15,pa
4,Shape of You,Ed Sheeran,6888,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-15,pa
5,Báilame,Nacho,6862,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-05-15,pa
6,Despacito - Remix,Luis Fonsi,6682,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-15,pa
7,Escápate Conmigo,Wisin,6241,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-05-15,pa
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,5551,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-15,pa
9,El Amante,Nicky Jam,5482,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-15,pa
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5271,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-05-15,pa
1,Felices los 4,Maluma,9141,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-22,pa
2,Ahora Dice,Chris Jeday,7148,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-22,pa
3,Me Rehúso,Danny Ocean,6653,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-22,pa
4,Despacito - Remix,Luis Fonsi,6539,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-05-22,pa
5,Shape of You,Ed Sheeran,6450,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-22,pa
6,Báilame,Nacho,6349,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-05-22,pa
7,Escápate Conmigo,Wisin,6232,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-05-22,pa
8,El Amante,Nicky Jam,5555,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-22,pa
9,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5066,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-05-22,pa
10,Hey DJ,CNCO,4905,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-05-22,pa
1,Felices los 4,Maluma,9486,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-05-29,pa
2,Ahora Dice,Chris Jeday,7665,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-05-29,pa
3,Me Rehúso,Danny Ocean,7107,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,2017-05-29,pa
4,Báilame,Nacho,6826,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-05-29,pa
5,Escápate Conmigo,Wisin,6780,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-05-29,pa
6,Shape of You,Ed Sheeran,6547,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-29,pa
7,Hey DJ,CNCO,5379,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-05-29,pa
8,El Amante,Nicky Jam,5360,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-05-29,pa
9,Despacito (Featuring Daddy Yankee),Luis Fonsi,5357,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-29,pa
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5120,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-05-29,pa
1,Felices los 4,Maluma,9103,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-05,pa
2,Ahora Dice,Chris Jeday,7728,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-05,pa
3,Me Rehúso,Danny Ocean,6896,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-05,pa
4,Escápate Conmigo,Wisin,6879,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-05,pa
5,Báilame,Nacho,6593,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-05,pa
6,Shape of You,Ed Sheeran,6208,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-05,pa
7,Despacito - Remix,Luis Fonsi,5487,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-06-05,pa
8,Hey DJ,CNCO,5377,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-05,pa
9,El Amante,Nicky Jam,5262,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-06-05,pa
10,Tu Foto,Ozuna,5258,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-06-05,pa
1,Felices los 4,Maluma,8224,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-12,pa
2,Ahora Dice,Chris Jeday,6884,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-12,pa
3,Me Rehúso,Danny Ocean,6636,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-12,pa
4,Escápate Conmigo,Wisin,6544,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-12,pa
5,Báilame,Nacho,6216,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-12,pa
6,Shape of You,Ed Sheeran,5620,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-12,pa
7,Despacito - Remix,Luis Fonsi,5043,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-06-12,pa
8,2U (feat. Justin Bieber),David Guetta,4967,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,2017-06-12,pa
9,Tu Foto,Ozuna,4925,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-06-12,pa
10,El Amante,Nicky Jam,4870,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017-06-12,pa
1,Felices los 4,Maluma,7960,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-19,pa
2,Me Rehúso,Danny Ocean,7167,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-19,pa
3,Escápate Conmigo,Wisin,6935,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-19,pa
4,Ahora Dice,Chris Jeday,6575,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-19,pa
5,Báilame,Nacho,6502,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-19,pa
